pwk_L	pwk_pc	hw_slp1	iast	pipeline_tier	rank	mw_fuzzy	evidence	mw_forms	verdict	corr_n	corr_dicts	mahavy	mahavy_refs	dcs_lemma	dcs_form	body_chars	review_note
217696	7-344-c	taTAgatacintyaguhyanirdeSa	tathāgatacintyaguhyanirdeśa	NO-MATCH	B		B:taTAtA		confirmed-missing	1	sch	1	65,30	0	0	361	
217717	7-344-d	tanitar	tanitar	nearform0.80		tandrita		tandrita	near-form-needs-eyes	1	sch	0		0	0	39	
217722	7-344-d	tanUkartar	tanūkartar	nearform0.90		tanUkaraRa		tanUkaraRa	near-form-needs-eyes	1	sch	0		0	0	42	
217727	7-344-d	tantumant	tantumant	nearform0.94		tantumat		tantumat	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		0	0	46	
217728	7-344-d	tantrapati	tantrapati	NO-MATCH	B		B:tantrAvApa		confirmed-missing	2	ieg;sch	0		0	0	47	
217730	7-344-d	tantrya	tantrya	nearform0.93		tantraya		tantraya	near-form-needs-eyes	1	sch	0		0	0	39	
217731	7-344-d	tandrAy	tandrāy	nearform0.93		tandrayu		tandrayu	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		1	0	118	
217747	7-345-a	tamanI	tamanī	stem				tamana	covered-by-MW-stem-form	1	sch	0		0	0	38	
217751	7-345-a	tamastamaHparAyaRa	tamastamaḥparāyaṇa	NO-MATCH	B		B:tamaskARqa		confirmed-missing	1	sch	1	147	0	0	86	
217752	7-345-a	tamAKu	tamākhu	NO-MATCH	B		B:tamISvara		confirmed-missing	1	sch	0		0	0	38	
217754	7-345-a	tamojyotizparAyaRa	tamojyotiṣparāyaṇa	NO-MATCH	B		B:tamISvara;B:tamoBAga		confirmed-missing	1	sch	1	147	0	0	86	
217757	7-345-a	tar	tar	stem				tarI;tara;taras	covered-by-MW-stem-form	9	ae;bor;cae;ccs;fri;gra;pwg;sch;stc	0		0	0	370	
217761	7-345-a	tarattAra	tarattāra	nearform0.94		tAratAra		tAratAra	near-form-needs-eyes	1	sch	0		0	0	142	
217769	7-345-b	tarutar	tarutar	nearform0.92		tarutA		tarutA	near-form-needs-eyes	3	ccs;pwg;sch	0		0	0	58	
217773	7-345-b	tarq	tarḍ	nearform0.86		taq		taq	near-form-needs-eyes	1	sch	0		0	0	69	
217774	7-345-b	tarham	tarham	stem				tarha;tarhi	covered-by-MW-stem-form	1	sch	0		0	0	71	
217778	7-345-b	talavarga	talavarga	nearform0.94		talavara		talavara	near-form-needs-eyes	2	bhs;sch	0		0	0	105	
217785	7-345-b	talloka	talloka	nearform0.93		talaloka		talaloka	near-form-needs-eyes	1	sch	0		0	0	39	
217786	7-345-b	tavasvant	tavasvant	nearform0.94		tavasvat		tavasvat	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		0	0	47	
217791	7-345-b	tAwAvacara	tāṭāvacara	nearform0.90		tAlAvacara		tAlAvacara	near-form-needs-eyes	1	sch	1	218,16	0	0	109	
217803	7-345-c	tAmasavana	tāmasavana	nearform1.00		tamasAvana		tamasAvana	covered-by-fold-twin-flagged	2	pwg;sch	0		0	0	74	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217825	7-345-c	tAvaMtka	tāvaṃtka	nearform0.93		tAvatka		tAvatka	near-form-needs-eyes	0		0		0	0	70	
217827	7-345-c	tigmateja	tigmateja	stem				tigmatejas	covered-by-MW-stem-form	1	sch	0		0	0	98	
217830	7-345-d	tintrIRIkA	tintrīṇīkā	NO-MATCH	B		B:tij;B:tinduki		confirmed-missing	1	sch	0		0	0	144	
217832	7-345-d	timitimiMgala	timitimiṃgala	nearform0.92		timitimiMgila		timitimiMgila	near-form-needs-eyes	1	sch	0		0	0	106	
217849	7-345-d	tilakocavaka	tilakocavaka	NO-MATCH	B		B:tilakAvala;B:tilaDenu		confirmed-missing	2	bhs;sch	1	238,29	0	0	100	
217856	7-345-d	tITenAvA	tīthenāvā	NO-MATCH	B		B:tIkzRalavaRa;B:tIm		confirmed-missing	0		0		0	0	40	
217858	7-345-d	tIyikA	tīyikā	nearform0.83		tIrikA		tIrikA	near-form-needs-eyes	1	sch	0		0	0	230	
217862	7-346-a	tIrTikAvakrAntaka	tīrthikāvakrāntaka	NO-MATCH	B		B:tIrTa		confirmed-missing	1	sch	1	271,4	0	0	138	
217863	7-346-a	tIrTodgAraprakIrRaka	tīrthodgāraprakīrṇaka	NO-MATCH	B		B:tuNganATa		confirmed-missing	1	sch	0		0	0	94	
217866	7-346-a	tuRava	tuṇava	NO-MATCH	B		B:tuj;B:tuRqicela		confirmed-missing	2	bhs;sch	1	218,8	1	1	139	
217899	7-346-b	tUzRoMviprakramaRa	tūṣṇoṃviprakramaṇa	nearform0.94		tUzRIMviprakramaRa		tUzRIMviprakramaRa	near-form-needs-eyes	0		1	261,81	0	0	171	
217910	7-346-b	tfzwAvarutrI	tṛṣṭāvarutrī	nearform0.88		tvazwAvarUtrI		tvazwAvarUtrI	near-form-needs-eyes	1	sch	0		0	0	188	
217914	7-346-b	tejovant	tejovant	nearform0.93		tejovat		tejovat	near-form-needs-eyes	4	cae;ccs;pwg;sch	1	21,44	0	0	206	
217915	7-346-b	tejovEdagDyaSIlavant	tejovaidagdhyaśīlavant	nearform0.97		tejovEdagDyaSIlavat		tejovEdagDyaSIlavat	near-form-needs-eyes	1	sch	0		0	0	52	
217931	7-346-c	trAyin	trāyin	nearform0.91		tAyin		tAyin	near-form-needs-eyes	2	bhs;sch	0		0	0	127	
217933	7-346-c	triMSadBAga	triṃśadbhāga	nearform0.91		triMSadaNga		triMSadaNga	near-form-needs-eyes	2	md;sch	0		0	0	43	
217934	7-346-c	triMSanmAna	triṃśanmāna	nearform0.82		triMSAMSaka		triMSAMSaka	near-form-needs-eyes	1	sch	0		0	0	43	
217935	7-346-c	triHpiba	triḥpiba	nearform0.93		tripiba		tripiba	near-form-needs-eyes	1	sch	0		0	0	40	
217937	7-346-c	trikARqaka	trikāṇḍaka	nearform0.90		tridaRqaka		tridaRqaka	near-form-needs-eyes	1	sch	1	245,313	0	0	66	
217938	7-346-c	trikowita	trikoṭita	NO-MATCH	B		B:trigaRa		confirmed-missing	1	sch	0		0	0	238	
217951	7-346-c	triparivartam	triparivartam	stem				triparivarta	covered-by-MW-stem-form	1	sch	1	64,1	0	0	194	
217960	7-346-d	triprAtihAryasaMpanna	triprātihāryasaṃpanna	nearform1.00		triprAtihAryasampanna		triprAtihAryasampanna	covered-by-fold-twin-flagged	1	sch	1	1,73	0	0	120	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217985	7-346-d	triHSyeta	triḥśyeta	nearform0.94		triSyeta		triSyeta	near-form-needs-eyes	1	sch	0		0	0	46	
217988	7-346-d	trizwAvarutrI	triṣṭāvarutrī	nearform1.00		trizwAvarUtrI		trizwAvarUtrI	covered-by-fold-twin-flagged	1	sch	0		0	0	117	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217989	7-346-d	triHzamfdDatva	triḥṣamṛddhatva	nearform0.93		triHsamfdDatva		triHsamfdDatva	near-form-needs-eyes	0		0		0	0	96	
217994	7-347-a	trIrAtrIRa	trīrātrīṇa	nearform1.00		trirAtrIRA		trirAtrIRA	covered-by-fold-twin-flagged	3	cae;ccs;sch	0		0	0	42	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
217997	7-347-a	trEdaSaka	traidaśaka	nearform0.89		trEdaSika		trEdaSika	near-form-needs-eyes	1	sch	0		0	0	119	
218015	7-347-a	daMzwrAkarAlavant	daṃṣṭrākarālavant	nearform0.97		daMzwrAkarAlavat		daMzwrAkarAlavat	near-form-needs-eyes	1	sch	0		0	0	125	
218017	7-347-a	dakzaka	dakṣaka	nearform1.00		dAkzaka		dAkzaka	covered-by-fold-twin-flagged	2	pui;sch	0		1	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218021	7-347-a	dakziRajAnvakta	dakṣiṇajānvakta	nearform0.93		dakziRajAnvakna		dakziRajAnvakna	near-form-needs-eyes	2	md;sch	0		0	0	102	
218022	7-347-b	dakziRatOpacAra	dakṣiṇataupacāra	nearform0.90		dakziRataupacAra		dakziRataupacAra	near-form-needs-eyes	0		0		0	0	47	
218025	7-347-b	dakziRadeSana	dakṣiṇadeśana	nearform1.00		dakziRAdeSana		dakziRAdeSana	covered-by-fold-twin-flagged	1	sch	0		0	0	165	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218050	7-347-b	dattArka	dattārka	nearform0.88		dattAkza		dattAkza	near-form-needs-eyes	2	acc;sch	0		0	0	91	
218053	7-347-c	daDigaRa	dadhigaṇa	nearform0.80		DigvaRa		DigvaRa	near-form-needs-eyes	0		0		0	0	40	
218064	7-347-c	danDana	dandhana	nearform0.93		danDvana		danDvana	near-form-needs-eyes	0		0		0	0	61	
218070	7-347-c	darImant	darīmant	nearform0.93		darIman		darIman	near-form-needs-eyes	1	sch	0		0	0	100	
218073	7-347-c	darpaR	darpaṇ	stem				darpaRa	covered-by-MW-stem-form	0		0		0	0	38	
218074	7-347-c	darB	darbh	stem				darBa;darBi	covered-by-MW-stem-form	5	ccs;fri;gra;pwg;sch	0		0	0	133	
218076	7-347-c	darBaRa	darbhaṇa	nearform1.00		darBara		darBara	covered-by-fold-twin-flagged	3	cae;ccs;sch	0		1	0	39	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218080	7-347-c	darS	darś	stem				darSa	covered-by-MW-stem-form	4	ccs;fri;pwg;sch	0		0	0	408	
218093	7-347-d	daSaraTalalitavrata	daśarathalalitavrata	nearform1.00		daSaraTalalitAvrata		daSaraTalalitAvrata	covered-by-fold-twin-flagged	0		0		0	0	77	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218098	7-347-d	daSAvant	daśāvant	nearform0.93		daSAvat		daSAvat	near-form-needs-eyes	1	sch	0		0	0	40	
218101	7-347-d	dahyA	dahyā	stem				dahyu	covered-by-MW-stem-form	1	sch	0		0	0	37	
218115	7-348-a	dAnavaSI	dānavaśī	NO-MATCH	B		B:dAnamaya;B:dAnaSAlA		confirmed-missing	1	sch	0		0	0	40	
218124	7-348-a	dArasaMbanDa	dārasaṃbandha	nearform1.00		dArasambanDa		dArasambanDa	covered-by-fold-twin-flagged	1	sch	0		0	0	44	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218129	7-348-a	dArvIca	dārvīca	nearform0.80		dAravIya		dAravIya	near-form-needs-eyes	1	sch	0		0	0	39	
218130	7-348-a	dArSI	dārśī	stem				dArSa	covered-by-MW-stem-form	1	sch	0		0	0	146	
218131	7-348-a	dAvadahanajvAlAkalApAy	dāvadahanajvālākalāpāy	stem				dAvadahanajvAlAkalApAya	covered-by-MW-stem-form	1	sch	0		0	0	61	
218135	7-348-a	dAsIka	dāsīka	stem				dAsIkf	covered-by-MW-stem-form	2	mw72;sch	0		1	0	38	
218141	7-348-a	digvilokita	digvilokita	nearform0.82		digvilokana		digvilokana	near-form-needs-eyes	2	bhs;sch	1	21,19	0	0	119	
218143	7-348-a	diNnAda	diṅnāda	nearform0.86		diNnATa		diNnATa	near-form-needs-eyes	1	sch	0		0	0	39	
218145	7-348-a	diRqika	diṇḍika	nearform0.86		dARqika		dARqika	near-form-needs-eyes	2	inm;sch	0		0	0	52	
218157	7-348-b	divyavarzasahasraka	divyavarṣasahasraka	NO-MATCH	B		B:divyatA;B:diS		confirmed-missing	1	sch	0		0	0	51	
218163	7-348-b	dIkzitadaRqa	dīkṣitadaṇḍa	NO-MATCH	B		B:dIkz		confirmed-missing	1	sch	0		0	0	107	
218164	7-348-b	dIkzitayAjYika	dīkṣitayājñika	NO-MATCH	C				confirmed-missing	1	sch	0		0	0	46	
218165	7-348-b	dIkzya	dīkṣya	nearform0.83		dAkzya		dAkzya	near-form-needs-eyes	1	sch	0		0	1	38	
218170	7-348-b	dIpAvatI	dīpāvatī	nearform1.00		dIpavatI		dIpavatI	covered-by-fold-twin-flagged	2	bhs;sch	0		1	0	110	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218173	7-348-b	dIrGay	dīrghay	stem				dIrGaya	covered-by-MW-stem-form	0		0		1	0	140	
218179	7-348-c	duHKaSokavant	duḥkhaśokavant	nearform0.96		duHKaSokavat		duHKaSokavat	near-form-needs-eyes	1	sch	0		0	0	45	
218183	7-348-c	duHKilatA	duḥkhilatā	nearform0.82		duHKAnta		duHKAnta	near-form-needs-eyes	2	bhs;sch	1	85,16	0	0	79	
218193	7-348-c	duraBisaMBava	durabhisaṃbhava	nearform1.00		duraBisamBava		duraBisamBava	covered-by-fold-twin-flagged	3	bhs;fri;sch	1	245,804	0	0	228	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218204	7-348-c	durgAsAvitri	durgāsāvitri	stem				durgAsAvitrI	covered-by-MW-stem-form	1	sch	0		0	0	44	
218223	7-348-d	duHSlizwa	duḥśliṣṭa	nearform0.82		duHSizya		duHSizya	near-form-needs-eyes	1	sch	0		1	1	41	
218226	7-348-d	duzWulapraticCAdana	duṣṭhulapraticchādana	NO-MATCH	B		B:duzkuhaka		confirmed-missing	1	sch	1	261,54	0	0	162	
218227	7-348-d	duzWulArocana	duṣṭhulārocana	NO-MATCH	B		B:duzparimfzwa		confirmed-missing	1	sch	1	261,6	0	0	151	
218235	7-348-d	duHzamAprABfta	duḥṣamāprābhṛta	NO-MATCH	B		B:duzyanta;B:duh		confirmed-missing	1	sch	0		0	0	101	
218242	7-348-d	dUray	dūray	stem				dUraya	covered-by-MW-stem-form	3	cae;pwg;sch	0		0	0	79	
218245	7-349-a	dUrAdDi	dūrāddhi	nearform0.92		durADi		durADi	near-form-needs-eyes	1	sch	0		0	0	39	
218248	7-349-a	dUzay	dūṣay	stem				dUzaya;dUzayat	covered-by-MW-stem-form	4	cae;ccs;fri;sch	0		1	0	164	
218254	7-349-a	dfQikA	dṛḍhikā	nearform0.83		dAQikA		dAQikA	near-form-needs-eyes	1	sch	0		0	0	97	
218258	7-349-a	dfSvarI	dṛśvarī	NO-MATCH	A		A:dfSIku		confirmed-missing	1	sch	0		0	0	40	
218259	7-349-a	dfzant	dṛṣant	nearform0.91		dfzan		dfzan	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
218265	7-349-a	dfzwAntavant	dṛṣṭāntavant	nearform0.96		dfzwAntavat		dfzwAntavat	near-form-needs-eyes	0		0		0	0	135	
218269	7-349-a	dfzwipanTan	dṛṣṭipanthan	nearform0.82		dfzwinipAta		dfzwinipAta	near-form-needs-eyes	2	pwg;sch	0		0	0	43	
218296	7-349-b	devikAhavis	devikāhavis	NO-MATCH	A		B:devaheqana;A:devI		confirmed-missing	1	sch	0		0	0	91	
218306	7-349-b	dehaMBaravArttika	dehaṃbharavārttika	nearform1.00		dehamBaravArttika		dehamBaravArttika	covered-by-fold-twin-flagged	1	sch	0		0	0	49	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218327	7-349-c	dOzWulya	dauṣṭhulya	nearform0.88		dOzkulya		dOzkulya	near-form-needs-eyes	1	bhs	1	109,20	1	1	104	
218335	7-349-c	dyumaryAdavant	dyumaryādavant	nearform0.96		dyumaryAdavat		dyumaryAdavat	near-form-needs-eyes	1	sch	0		0	0	166	
218345	7-349-d	dravant	dravant	stem				dravantI	covered-by-MW-stem-form	2	pwg;sch	0		0	0	44	
218352	7-349-d	dravyamAtrA	dravyamātrā	stem				dravyamAtra	covered-by-MW-stem-form	1	sch	0		0	0	43	
218363	7-349-d	dvaMdvasaMprahAra	dvaṃdvasaṃprahāra	nearform1.00		dvaMdvasamprahAra		dvaMdvasamprahAra	covered-by-fold-twin-flagged	2	ben;sch	0		0	0	49	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218367	7-349-d	dvAdaSamaYjarikAstotra	dvādaśamañjarikāstotra	nearform0.95		dvAdaSapaYjarikAstotra		dvAdaSapaYjarikAstotra	near-form-needs-eyes	0		0		0	0	94	
218370	7-350-a	dvAdaSavarzika	dvādaśavarṣika	nearform1.00		dvAdaSavArzika		dvAdaSavArzika	covered-by-fold-twin-flagged	2	ccs;sch	0		0	0	46	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218373	7-350-a	dvArakozWaka	dvārakoṣṭhaka	nearform1.00		dvArakozwaka		dvArakozwaka	covered-by-fold-twin-flagged	3	bhs;ieg;sch	0		0	0	156	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218377	7-350-a	dvAsAha	dvāsāha	nearform0.93		devasaha		devasaha	near-form-needs-eyes	1	sch	0		0	0	93	
218386	7-350-a	dvinizWa	dviniṣṭha	nearform0.88		dvinizka		dvinizka	near-form-needs-eyes	1	sch	0		0	0	90	
218389	7-350-a	dvipitar	dvipitar	nearform0.80		dvipari		dvipari	near-form-needs-eyes	1	sch	0		0	0	102	
218398	7-350-a	dvivfntAy	dvivṛntāy	stem				dvivfntAya	covered-by-MW-stem-form	0		0		0	0	43	
218404	7-350-a	dvIpavant	dvīpavant	nearform0.94		dvIpavat		dvIpavat	near-form-needs-eyes	3	ben;pwg;sch	0		0	0	72	
218412	7-350-b	dvyaRukIy	dvyaṇukīy	stem				dvyaRukIya	covered-by-MW-stem-form	0		0		0	0	41	
218417	7-350-b	DanadAy	dhanadāy	stem				DanadAya	covered-by-MW-stem-form	0		0		0	0	103	
218419	7-350-b	Danav	dhanav	stem				Danava;Danavat	covered-by-MW-stem-form	1	sch	0		0	0	37	
218422	7-350-b	DanasaMmata	dhanasaṃmata	nearform1.00		Danasammata		Danasammata	covered-by-fold-twin-flagged	2	bhs;sch	0		0	0	115	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218424	7-350-b	DanAy	dhanāy	stem				DanAyA;DanAya;DanAyu	covered-by-MW-stem-form	2	pwg;sch	0		1	0	97	
218426	7-350-b	DanuzkalApaka	dhanuṣkalāpaka	NO-MATCH	B		B:DanurmArga		confirmed-missing	2	bhs;sch	1	217,33	0	0	107	
218427	7-350-b	DanuzketakI	dhanuṣketakī	nearform0.95		DanuketakI		DanuketakI	near-form-needs-eyes	2	bhs;sch	1	240,34	0	0	110	
218434	7-350-b	DanvArti	dhanvārti	nearform0.80		DAnAvat		DAnAvat	near-form-needs-eyes	2	cae;sch	0		0	0	140	
218435	7-350-b	Dayadvant	dhayadvant	nearform0.94		Dayadvat		Dayadvat	near-form-needs-eyes	1	sch	0		0	0	47	
218436	7-350-b	Dar	dhar	stem				DarA;Dara	covered-by-MW-stem-form	4	ccs;fri;pwg;sch	0		0	0	173	
218445	7-350-c	Darm	dharm	stem				Darma;Darman	covered-by-MW-stem-form	1	pwg	0		0	0	37	
218452	7-350-c	DarmaDvajavant	dharmadhvajavant	NO-MATCH	B		B:DarmaDAraya;B:DarmapASa		confirmed-missing	1	sch	0		0	0	104	
218455	7-350-c	Darmay	dharmay	stem				Darmayu	covered-by-MW-stem-form	0		0		1	0	40	
218461	7-350-c	DarmaviroDavant	dharmavirodhavant	nearform0.97		DarmaviroDavat		DarmaviroDavat	near-form-needs-eyes	1	sch	0		0	0	47	
218469	7-350-d	DarmigrAhakamAna	dharmigrāhakamāna	NO-MATCH	B		B:DarmArTika		confirmed-missing	1	sch	0		0	0	172	
218470	7-350-d	Darmodrata	dharmodrata	nearform0.84		Darmarata		Darmarata	near-form-needs-eyes	0		1	21,63	0	0	118	
218474	7-350-d	DavalapurARasamuccaya	dhavalapurāṇasamuccaya	NO-MATCH	B		B:Davalapakza;B:Davalasmfti		confirmed-missing	2	pwg;sch	0		0	0	84	
218485	7-350-d	DAmavant	dhāmavant	nearform0.93		DAmavat		DAmavat	near-form-needs-eyes	3	cae;ccs;sch	0		0	0	40	
218487	7-350-d	DAyina	dhāyina	stem				DAyin;DAyine	covered-by-MW-stem-form	1	sch	0		0	0	61	
218500	7-351-a	DImant	dhīmant	nearform0.91		DImat		DImat	near-form-needs-eyes	7	ben;cae;ccs;fri;lan;pwg;sch	1	22,3	1	1	95	
218501	7-351-a	DIrI	dhīrī	stem				DIr;DIrA;DIra	covered-by-MW-stem-form	1	sch	0		0	0	98	
218503	7-351-a	DunDumant	dhundhumant	nearform0.94		DunDumat		DunDumat	near-form-needs-eyes	1	sch	0		1	1	61	
218507	7-351-a	DUNkzRA	dhūṅkṣṇā	NO-MATCH	B		B:Durya;B:DUtaguRa		confirmed-missing	2	sch;vei	0		0	0	39	
218509	7-351-a	DUpay	dhūpay	stem				DUpaya	covered-by-MW-stem-form	4	cae;ccs;pwg;sch	0		1	0	56	
218511	7-351-a	DUmay	dhūmay	stem				DUmaya	covered-by-MW-stem-form	4	cae;ccs;pwg;sch	0		1	0	51	
218514	7-351-a	DUmAy	dhūmāy	stem				DUmAya	covered-by-MW-stem-form	4	cae;ccs;pwg;sch	0		1	0	86	
218530	7-351-b	DyAmalI	dhyāmalī	stem				DyAmala	covered-by-MW-stem-form	1	sch	0		0	0	131	
218536	7-351-b	Dvasmanvant	dhvasmanvant	nearform0.95		Dvasmanvat		Dvasmanvat	near-form-needs-eyes	4	cae;ccs;pwg;sch	0		0	0	49	
218538	7-351-b	DvAjavata	dhvājavata	nearform0.94		Dvajavat		Dvajavat	near-form-needs-eyes	1	sch	0		0	0	82	
218541	7-351-b	nakulAQyA	nakulāḍhyā	nearform0.89		nakulAdyA		nakulAdyA	near-form-needs-eyes	4	pwg;sch;skd;vcp	0		1	1	64	
218542	7-351-b	naktaMBojin	naktaṃbhojin	nearform0.95		naktaBojin		naktaBojin	near-form-needs-eyes	1	sch	0		1	0	43	
218556	7-351-c	nadasy	nadasy	stem				nadasya	covered-by-MW-stem-form	0		0		1	0	87	
218562	7-351-c	nandanaBawwAcArya	nandanabhaṭṭācārya	NO-MATCH	B		B:nandakumAra		confirmed-missing	1	sch	0		0	0	49	
218563	7-351-c	nanditA	nanditā	nearform0.92		nAdita		nAdita	near-form-needs-eyes	1	sch	0		0	0	39	
218564	7-351-c	nandimitra	nandimitra	nearform0.90		nandamitra		nandamitra	near-form-needs-eyes	1	sch	0		0	0	42	
218579	7-351-d	nayanAyuDa	nayanāyudha	nearform0.80		naKarAyuDa		naKarAyuDa	near-form-needs-eyes	1	sch	0		0	0	69	
218581	7-351-d	nayahIna	nayahīna	NO-MATCH	B		B:nayavartman;B:nara		confirmed-missing	3	cae;ccs;sch	0		0	0	40	
218584	7-351-d	narakavartman	narakavartman	NO-MATCH	B		B:narakapAta;B:narapaSu		confirmed-missing	1	sch	0		0	0	101	
218586	7-351-d	naraMmanya	naraṃmanya	nearform1.00		narammanya		narammanya	covered-by-fold-twin-flagged	2	pwg;sch	0		0	0	79	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218590	7-351-d	nart	nart	stem				nartU;narta	covered-by-MW-stem-form	3	ccs;pwg;sch	0		0	0	80	
218594	7-351-d	narmAlI	narmālī	nearform0.86		nirmAlI		nirmAlI	near-form-needs-eyes	1	sch	0		0	0	39	
218603	7-351-d	navayoga	navayoga	nearform0.88		nAnAyoga		nAnAyoga	near-form-needs-eyes	1	sch	0		0	0	40	
218604	7-351-d	navalakzaRa	navalakṣaṇa	NO-MATCH	B		B:navavitfRRa		confirmed-missing	2	sch;vcp	0		0	0	61	
218608	7-352-a	navAlAbu	navālābu	nearform0.80		navAmbu		navAmbu	near-form-needs-eyes	1	sch	0		0	0	40	
218628	7-352-a	nAtiprasIdant	nātiprasīdant	nearform0.96		nAtiprasIdat		nAtiprasIdat	near-form-needs-eyes	2	sch;stc	0		0	0	45	
218629	7-352-a	nAtimudAvant	nātimudāvant	nearform0.96		nAtimudAvat		nAtimudAvat	near-form-needs-eyes	1	sch	0		0	0	44	
218638	7-352-b	nAnAgneya	nānāgneya	NO-MATCH	B		B:nAnAgati;B:nAnAtmapakza		confirmed-missing	1	sch	0		0	0	87	
218649	7-352-b	nAnAratnAkaravant	nānāratnākaravant	nearform0.97		nAnAratnAkaravat		nAnAratnAkaravat	near-form-needs-eyes	1	sch	0		0	0	49	
218655	7-352-b	nApinaBARqa	nāpinabhāṇḍa	nearform0.91		nApitaBARqa		nApitaBARqa	near-form-needs-eyes	0		1	273,99	0	0	97	
218662	7-352-b	nAmANkita	nāmāṅkita	NO-MATCH	B		B:nAmAkzara;B:nAmAdeSam		confirmed-missing	2	cae;sch	0		0	0	41	
218668	7-352-c	nArikelI	nārikelī	stem				nArikela	covered-by-MW-stem-form	2	lrv;sch	0		0	0	77	
218670	7-352-c	nArIy	nārīy	stem				nArIya	covered-by-MW-stem-form	0		0		0	0	37	
218689	7-352-c	nikvARa	nikvāṇa	nearform1.00		nikvaRa		nikvaRa	covered-by-fold-twin-flagged	5	lrv;pwg;sch;stc;vcp	0		1	0	44	case/vowel-length twin of MW form (Akalita/akalita trap) - same lexeme or distinct word, needs eyes
218693	7-352-c	nigarhaRIya	nigarhaṇīya	nearform0.82		nirharaRIya		nirharaRIya	near-form-needs-eyes	2	bhs;sch	1	265,5	0	0	138	
218695	7-352-c	nicCuraRa	nicchuraṇa	NO-MATCH	B		B:nicayin		confirmed-missing	2	sch;stc	0		0	0	41	
218696	7-352-c	nijAma	nijāma	nearform0.83		niSAma		niSAma	near-form-needs-eyes	1	sch	0		0	0	38	
218710	7-352-d	niDAtar	nidhātar	nearform0.86		niDyAta		niDyAta	near-form-needs-eyes	2	pwg;sch	0		0	0	45	
218719	7-352-d	nipAnI	nipānī	stem				nipAna	covered-by-MW-stem-form	1	sch	0		0	0	147	
218722	7-352-d	niBftI	nibhṛtī	stem				niBftA;niBfta;niBftam	covered-by-MW-stem-form	1	sch	0		0	0	38	
218733	7-353-a	niraBisaDAna	nirabhisadhāna	nearform0.96		niraBisaMDAna		niraBisaMDAna	near-form-needs-eyes	0		0		0	0	115	
218743	7-353-a	nirudDapakaSa	niruddhapakaśa	nearform0.96		nirudDaprakaSa		nirudDaprakaSa	near-form-needs-eyes	1	sch	0		0	0	67	
218748	7-353-a	nirUzmaka	nirūṣmaka	nearform0.89		nirmUzaka		nirmUzaka	near-form-needs-eyes	1	sch	0		0	0	110	
218752	7-353-a	nirokAra	nirokāra	nearform0.88		nirAkAra		nirAkAra	near-form-needs-eyes	0		0		0	0	129	
218753	7-353-a	nirodDar	niroddhar	nearform0.80		nirRoda		nirRoda	near-form-needs-eyes	2	ccs;sch	0		0	0	92	
218756	7-353-a	nirgrahasTAna	nirgrahasthāna	nearform0.96		nigrahasTAna		nigrahasTAna	near-form-needs-eyes	1	sch	1	200,18	0	0	110	
218757	7-353-a	nirjalamInAy	nirjalamīnāy	stem				nirjalamInAya	covered-by-MW-stem-form	0		0		0	0	46	
218759	7-353-b	nirktara	nirktara	nearform0.88		nirAkAra		nirAkAra	near-form-needs-eyes	0		0		0	0	45	
218766	7-353-b	nirDavana	nirdhavana	nearform0.89		nirDamana		nirDamana	near-form-needs-eyes	1	sch	0		0	0	41	
218769	7-353-b	nirnidray	nirnidray	nearform0.94		nirnidra		nirnidra	near-form-needs-eyes	0		0		0	0	60	
218772	7-353-b	nirBasmita	nirbhasmita	nearform0.95		nirBAsita		nirBAsita	near-form-needs-eyes	1	sch	0		0	0	42	
218785	7-353-b	nirvaska	nirvaska	nearform0.94		nirvraska		nirvraska	near-form-needs-eyes	1	sch	0		0	0	66	
